ts,ts_anterior,diferencia,mins,is_early_finish,TARGET
2019-12-16 15:41:20+00:00,2019-12-16 15:36:22+00:00,0 days 00:04:58,0 days 00:04:59.096000,1.0,False
2019-12-16 15:41:34+00:00,2019-12-16 15:41:20+00:00,0 days 00:00:14,0 days 00:03:42.386000,1.0,True
2019-12-16 15:41:40+00:00,2019-12-16 15:41:34+00:00,0 days 00:00:06,0 days 00:04:59.096000,1.0,True
2019-12-16 15:42:14+00:00,2019-12-16 15:41:40+00:00,0 days 00:00:34,0 days 00:03:42.386000,1.0,True
2019-12-16 15:42:20+00:00,2019-12-16 15:42:14+00:00,0 days 00:00:06,0 days 00:03:42.266000,1.0,True
2019-12-16 15:42:20+00:00,2019-12-16 15:42:20+00:00,0 days 00:00:00,0 days 00:04:45.213000,1.0,True
2019-12-16 15:42:21+00:00,2019-12-16 15:42:20+00:00,0 days 00:00:01,0 days 00:03:35.493000,1.0,True
2019-12-16 15:42:22+00:00,2019-12-16 15:42:21+00:00,0 days 00:00:01,0 days 00:06:12.146000,1.0,True
2019-12-16 15:42:23+00:00,2019-12-16 15:42:22+00:00,0 days 00:00:01,0 days 00:03:01.360000,1.0,True
2019-12-16 15:42:26+00:00,2019-12-16 15:42:23+00:00,0 days 00:00:03,0 days 00:02:13.960000,1.0,True
2019-12-16 15:42:26+00:00,2019-12-16 15:42:26+00:00,0 days 00:00:00,0 days 00:04:29.053000,1.0,True
2019-12-16 15:42:29+00:00,2019-12-16 15:42:26+00:00,0 days 00:00:03,0 days 00:02:12.973000,1.0,True
2019-12-16 15:42:30+00:00,2019-12-16 15:42:29+00:00,0 days 00:00:01,0 days 00:03:11.226000,1.0,True
2019-12-16 15:42:34+00:00,2019-12-16 15:42:30+00:00,0 days 00:00:04,0 days 00:02:44.360000,1.0,True
2019-12-16 15:42:35+00:00,2019-12-16 15:42:34+00:00,0 days 00:00:01,0 days 00:04:30.626000,1.0,True
2019-12-16 15:42:36+00:00,2019-12-16 15:42:35+00:00,0 days 00:00:01,0 days 00:06:59.863000,1.0,True
2019-12-16 15:42:40+00:00,2019-12-16 15:42:36+00:00,0 days 00:00:04,0 days 00:03:58.400000,1.0,True
2019-12-16 15:42:42+00:00,2019-12-16 15:42:40+00:00,0 days 00:00:02,0 days 00:09:07.960000,1.0,True
2019-12-16 15:42:58+00:00,2019-12-16 15:42:42+00:00,0 days 00:00:16,0 days 00:02:37.546000,1.0,True
2019-12-16 15:43:01+00:00,2019-12-16 15:42:58+00:00,0 days 00:00:03,0 days 00:03:39.186000,1.0,True
2019-12-16 15:47:43+00:00,2019-12-16 15:43:01+00:00,0 days 00:04:42,0 days 00:09:07.960000,1.0,True
2019-12-16 15:47:57+00:00,2019-12-16 15:47:43+00:00,0 days 00:00:14,0 days 00:03:17.746000,1.0,True
2019-12-16 15:47:57+00:00,2019-12-16 15:47:57+00:00,0 days 00:00:00,0 days 00:04:24.493000,1.0,True
2019-12-16 16:23:23+00:00,2019-12-16 15:47:57+00:00,0 days 00:35:26,0 days 00:03:17.746000,,True
2019-12-16 16:23:27+00:00,2019-12-16 16:23:23+00:00,0 days 00:00:04,0 days 00:04:24.493000,1.0,True
2019-12-16 16:23:28+00:00,2019-12-16 16:23:27+00:00,0 days 00:00:01,0 days 00:03:24.466000,1.0,True
2019-12-16 16:23:32+00:00,2019-12-16 16:23:28+00:00,0 days 00:00:04,0 days 00:04:03.266000,1.0,True
2019-12-16 16:23:38+00:00,2019-12-16 16:23:32+00:00,0 days 00:00:06,0 days 00:03:36.933000,0.0,True
2019-12-16 19:06:25+00:00,2019-12-16 16:23:38+00:00,0 days 02:42:47,0 days 00:06:10.920000,,False
2019-12-16 19:11:14+00:00,2019-12-16 19:06:25+00:00,0 days 00:04:49,0 days 00:04:44.800000,0.0,True
2019-12-16 19:14:59+00:00,2019-12-16 19:11:14+00:00,0 days 00:03:45,0 days 00:03:45.586000,0.0,False
2019-12-16 19:15:35+00:00,2019-12-16 19:14:59+00:00,0 days 00:00:36,0 days 00:04:12.466000,0.0,True
2019-12-16 19:15:37+00:00,2019-12-16 19:15:35+00:00,0 days 00:00:02,0 days 00:03:21,0.0,True
2019-12-16 19:18:31+00:00,2019-12-16 19:15:37+00:00,0 days 00:02:54,0 days 00:02:52.975000,0.0,False
2019-12-16 19:21:48+00:00,2019-12-16 19:18:31+00:00,0 days 00:03:17,0 days 00:03:16,0.0,False
2019-12-16 20:02:31+00:00,2019-12-16 19:21:48+00:00,0 days 00:40:43,0 days 00:02:47.276000,,True
2019-12-16 20:02:33+00:00,2019-12-16 20:02:31+00:00,0 days 00:00:02,0 days 00:03:17.960000,1.0,True
2019-12-16 20:02:35+00:00,2019-12-16 20:02:33+00:00,0 days 00:00:02,0 days 00:02:36.306000,1.0,True
2019-12-16 20:02:36+00:00,2019-12-16 20:02:35+00:00,0 days 00:00:01,0 days 00:03:47.960000,1.0,True
2019-12-16 20:02:38+00:00,2019-12-16 20:02:36+00:00,0 days 00:00:02,0 days 00:03:22.506000,1.0,True
2019-12-16 20:02:38+00:00,2019-12-16 20:02:38+00:00,0 days 00:00:00,0 days 00:04:21.746000,1.0,True
2019-12-16 20:02:40+00:00,2019-12-16 20:02:38+00:00,0 days 00:00:02,0 days 00:04:07.120000,1.0,True
2019-12-16 20:03:52+00:00,2019-12-16 20:02:40+00:00,0 days 00:01:12,0 days 00:04:21.746000,1.0,True
2019-12-16 20:03:57+00:00,2019-12-16 20:03:52+00:00,0 days 00:00:05,0 days 00:04:07.120000,1.0,True
2019-12-16 20:03:58+00:00,2019-12-16 20:03:57+00:00,0 days 00:00:01,0 days 00:04:03.626000,1.0,True
2019-12-16 20:03:59+00:00,2019-12-16 20:03:58+00:00,0 days 00:00:01,0 days 00:02:46.960000,1.0,True
2019-12-16 20:03:59+00:00,2019-12-16 20:03:59+00:00,0 days 00:00:00,0 days 00:05:13.840000,1.0,True
2019-12-16 20:04:00+00:00,2019-12-16 20:03:59+00:00,0 days 00:00:01,0 days 00:05:10.733000,1.0,True
2019-12-16 20:04:00+00:00,2019-12-16 20:04:00+00:00,0 days 00:00:00,0 days 00:04:24.840000,1.0,True
2019-12-16 20:04:01+00:00,2019-12-16 20:04:00+00:00,0 days 00:00:01,0 days 00:05:17.613000,1.0,True
2019-12-16 20:04:01+00:00,2019-12-16 20:04:01+00:00,0 days 00:00:00,0 days 00:04:31.400000,1.0,True
2019-12-16 20:05:09+00:00,2019-12-16 20:04:01+00:00,0 days 00:01:08,0 days 00:04:19.813000,1.0,True
2019-12-16 20:05:17+00:00,2019-12-16 20:05:09+00:00,0 days 00:00:08,0 days 00:03:41.293000,1.0,True
2019-12-16 20:05:18+00:00,2019-12-16 20:05:17+00:00,0 days 00:00:01,0 days 00:03:46.226000,1.0,True
2019-12-16 20:05:21+00:00,2019-12-16 20:05:18+00:00,0 days 00:00:03,0 days 00:04:33.800000,1.0,True
2019-12-16 20:05:22+00:00,2019-12-16 20:05:21+00:00,0 days 00:00:01,0 days 00:03:25,1.0,True
2019-12-16 20:05:23+00:00,2019-12-16 20:05:22+00:00,0 days 00:00:01,0 days 00:04:27.440000,1.0,True
2019-12-16 20:11:01+00:00,2019-12-16 20:05:23+00:00,0 days 00:05:38,0 days 00:04:11.853000,0.0,False
2019-12-16 20:11:32+00:00,2019-12-16 20:11:01+00:00,0 days 00:00:31,0 days 00:03:28.813000,1.0,True
2019-12-16 20:12:49+00:00,2019-12-16 20:11:32+00:00,0 days 00:01:17,0 days 00:04:07.253000,1.0,True
2019-12-16 20:12:50+00:00,2019-12-16 20:12:49+00:00,0 days 00:00:01,0 days 00:04:10.386000,1.0,True
2019-12-16 20:12:52+00:00,2019-12-16 20:12:50+00:00,0 days 00:00:02,0 days 00:03:19.066000,1.0,True
2019-12-16 20:16:05+00:00,2019-12-16 20:12:52+00:00,0 days 00:03:13,0 days 00:03:14.226000,1.0,False
2019-12-16 20:20:05+00:00,2019-12-16 20:16:05+00:00,0 days 00:04:00,0 days 00:05:15.653000,1.0,True
2019-12-16 20:23:52+00:00,2019-12-16 20:20:05+00:00,0 days 00:03:47,0 days 00:04:26.786000,1.0,True
2019-12-16 20:23:57+00:00,2019-12-16 20:23:52+00:00,0 days 00:00:05,0 days 00:06:47.840000,1.0,True
2019-12-16 20:23:58+00:00,2019-12-16 20:23:57+00:00,0 days 00:00:01,0 days 00:03:26.240000,1.0,True
2019-12-16 20:23:59+00:00,2019-12-16 20:23:58+00:00,0 days 00:00:01,0 days 00:02:40.866000,1.0,True
2019-12-16 20:24:00+00:00,2019-12-16 20:23:59+00:00,0 days 00:00:01,0 days 00:04:41.920000,1.0,True
2019-12-16 20:24:52+00:00,2019-12-16 20:24:00+00:00,0 days 00:00:52,0 days 00:02:40.866000,1.0,True
2019-12-16 20:24:55+00:00,2019-12-16 20:24:52+00:00,0 days 00:00:03,0 days 00:04:24.026000,1.0,True
2019-12-16 20:24:56+00:00,2019-12-16 20:24:55+00:00,0 days 00:00:01,0 days 00:03:27.533000,1.0,True
2019-12-16 20:24:56+00:00,2019-12-16 20:24:56+00:00,0 days 00:00:00,0 days 00:03:59.560000,1.0,True
2019-12-16 20:25:10+00:00,2019-12-16 20:24:56+00:00,0 days 00:00:14,0 days 00:03:33.066000,1.0,True
2019-12-16 20:28:02+00:00,2019-12-16 20:25:10+00:00,0 days 00:02:52,0 days 00:03:52.026000,1.0,True
2019-12-16 20:28:05+00:00,2019-12-16 20:28:02+00:00,0 days 00:00:03,0 days 00:04:16.555000,1.0,True
2019-12-16 20:29:11+00:00,2019-12-16 20:28:05+00:00,0 days 00:01:06,0 days 00:05:56.626000,1.0,True
2019-12-16 20:29:24+00:00,2019-12-16 20:29:11+00:00,0 days 00:00:13,0 days 00:03:11.560000,1.0,True
2019-12-16 20:29:37+00:00,2019-12-16 20:29:24+00:00,0 days 00:00:13,0 days 00:04:20.371000,1.0,True
2019-12-16 20:29:45+00:00,2019-12-16 20:29:37+00:00,0 days 00:00:08,0 days 00:03:53.267000,1.0,True
2019-12-16 20:29:46+00:00,2019-12-16 20:29:45+00:00,0 days 00:00:01,0 days 00:02:59.838000,1.0,True
2019-12-16 20:29:47+00:00,2019-12-16 20:29:46+00:00,0 days 00:00:01,0 days 00:04:55.373000,1.0,True
2019-12-16 20:29:47+00:00,2019-12-16 20:29:47+00:00,0 days 00:00:00,0 days 00:03:21.773000,1.0,True
2019-12-16 20:29:47+00:00,2019-12-16 20:29:47+00:00,0 days 00:00:00,0 days 00:03:38.493000,1.0,True
2019-12-16 20:29:47+00:00,2019-12-16 20:29:47+00:00,0 days 00:00:00,0 days 00:03:53.746000,1.0,True
2019-12-16 20:29:48+00:00,2019-12-16 20:29:47+00:00,0 days 00:00:01,0 days 00:05:22.213000,1.0,True
2019-12-16 20:30:21+00:00,2019-12-16 20:29:48+00:00,0 days 00:00:33,0 days 00:03:53.746000,1.0,True
2019-12-16 20:35:51+00:00,2019-12-16 20:30:21+00:00,0 days 00:05:30,0 days 00:04:10.357000,0.0,False
2019-12-16 20:37:15+00:00,2019-12-16 20:35:51+00:00,0 days 00:01:24,0 days 00:03:10.240000,1.0,True
2019-12-16 20:37:18+00:00,2019-12-16 20:37:15+00:00,0 days 00:00:03,0 days 00:04:41.533000,1.0,True
2019-12-16 20:37:22+00:00,2019-12-16 20:37:18+00:00,0 days 00:00:04,0 days 00:04:19.186000,1.0,True
2019-12-16 20:37:23+00:00,2019-12-16 20:37:22+00:00,0 days 00:00:01,0 days 00:02:10.080000,1.0,True
2019-12-16 20:38:49+00:00,2019-12-16 20:37:23+00:00,0 days 00:01:26,0 days 00:03:17.933000,1.0,True
2019-12-16 20:38:58+00:00,2019-12-16 20:38:49+00:00,0 days 00:00:09,0 days 00:04:10.933000,1.0,True
2019-12-16 20:43:25+00:00,2019-12-16 20:38:58+00:00,0 days 00:04:27,0 days 00:04:07.453000,0.0,False
2019-12-16 20:44:21+00:00,2019-12-16 20:43:25+00:00,0 days 00:00:56,0 days 00:03:42.226000,1.0,True
2019-12-16 20:44:25+00:00,2019-12-16 20:44:21+00:00,0 days 00:00:04,0 days 00:04:33.306000,1.0,True
2019-12-16 20:45:42+00:00,2019-12-16 20:44:25+00:00,0 days 00:01:17,0 days 00:05:11.893000,1.0,True
2019-12-16 20:48:44+00:00,2019-12-16 20:45:42+00:00,0 days 00:03:02,0 days 00:05:11.893000,1.0,True
2019-12-16 20:48:45+00:00,2019-12-16 20:48:44+00:00,0 days 00:00:01,0 days 00:03:54.800000,1.0,True
2019-12-16 20:48:53+00:00,2019-12-16 20:48:45+00:00,0 days 00:00:08,0 days 00:04:17.906000,1.0,True
2019-12-16 20:49:01+00:00,2019-12-16 20:48:53+00:00,0 days 00:00:08,0 days 00:03:42.653000,1.0,True
2019-12-16 20:49:04+00:00,2019-12-16 20:49:01+00:00,0 days 00:00:03,0 days 00:03:20.306000,1.0,True
2019-12-16 20:49:05+00:00,2019-12-16 20:49:04+00:00,0 days 00:00:01,0 days 00:04:16.333000,1.0,True
2019-12-16 20:49:05+00:00,2019-12-16 20:49:05+00:00,0 days 00:00:00,0 days 00:04:12.693000,1.0,True
2019-12-16 20:49:06+00:00,2019-12-16 20:49:05+00:00,0 days 00:00:01,0 days 00:03:42.200000,1.0,True
2019-12-16 20:49:06+00:00,2019-12-16 20:49:06+00:00,0 days 00:00:00,0 days 00:03:16.160000,1.0,True
2019-12-16 20:49:07+00:00,2019-12-16 20:49:06+00:00,0 days 00:00:01,0 days 00:03:22.360000,1.0,True
2019-12-16 20:49:11+00:00,2019-12-16 20:49:07+00:00,0 days 00:00:04,0 days 00:03:16.160000,1.0,True
2019-12-16 20:49:19+00:00,2019-12-16 20:49:11+00:00,0 days 00:00:08,0 days 00:03:22.360000,1.0,True
2019-12-16 20:49:29+00:00,2019-12-16 20:49:19+00:00,0 days 00:00:10,0 days 00:04:49.760000,1.0,True
2019-12-16 20:49:31+00:00,2019-12-16 20:49:29+00:00,0 days 00:00:02,0 days 00:04:44.733000,1.0,True
2019-12-16 20:49:31+00:00,2019-12-16 20:49:31+00:00,0 days 00:00:00,0 days 00:04:12.818000,1.0,True
2019-12-16 20:49:32+00:00,2019-12-16 20:49:31+00:00,0 days 00:00:01,0 days 00:05:27.739000,1.0,True
2019-12-16 20:49:46+00:00,2019-12-16 20:49:32+00:00,0 days 00:00:14,0 days 00:04:44.733000,1.0,True
2019-12-16 20:49:47+00:00,2019-12-16 20:49:46+00:00,0 days 00:00:01,0 days 00:05:27.739000,1.0,True
2019-12-16 20:49:47+00:00,2019-12-16 20:49:47+00:00,0 days 00:00:00,0 days 00:04:44.866000,1.0,True
2019-12-16 20:49:50+00:00,2019-12-16 20:49:47+00:00,0 days 00:00:03,0 days 00:03:32.880000,1.0,True
2019-12-16 20:49:52+00:00,2019-12-16 20:49:50+00:00,0 days 00:00:02,0 days 00:04:30,1.0,True
2019-12-16 20:49:52+00:00,2019-12-16 20:49:52+00:00,0 days 00:00:00,0 days 00:05:28.680000,0.0,True
2019-12-16 20:49:53+00:00,2019-12-16 20:49:52+00:00,0 days 00:00:01,0 days 00:04:04.884000,1.0,True
2019-12-16 20:49:54+00:00,2019-12-16 20:49:53+00:00,0 days 00:00:01,0 days 00:04:05.493000,1.0,True
2019-12-16 20:49:56+00:00,2019-12-16 20:49:54+00:00,0 days 00:00:02,0 days 00:04:09.493000,1.0,True
2019-12-16 20:49:56+00:00,2019-12-16 20:49:56+00:00,0 days 00:00:00,0,0.0,True
2019-12-16 20:49:57+00:00,2019-12-16 20:49:56+00:00,0 days 00:00:01,0 days 00:04:00.280000,1.0,True
2019-12-16 20:49:58+00:00,2019-12-16 20:49:57+00:00,0 days 00:00:01,0 days 00:02:33.800000,1.0,True
2019-12-16 20:50:02+00:00,2019-12-16 20:49:58+00:00,0 days 00:00:04,0 days 00:03:20.493000,1.0,True
2019-12-16 20:50:10+00:00,2019-12-16 20:50:02+00:00,0 days 00:00:08,0 days 00:03:32.853000,1.0,True
2019-12-16 20:53:27+00:00,2019-12-16 20:50:10+00:00,0 days 00:03:17,0 days 00:03:17.746000,0.0,False
2019-12-16 20:54:15+00:00,2019-12-16 20:53:27+00:00,0 days 00:00:48,0 days 00:02:37.080000,1.0,True
2019-12-16 20:54:23+00:00,2019-12-16 20:54:15+00:00,0 days 00:00:08,0 days 00:01:39.333000,1.0,True
2019-12-16 20:55:19+00:00,2019-12-16 20:54:23+00:00,0 days 00:00:56,0 days 00:03:16.453000,1.0,True
2019-12-16 20:55:20+00:00,2019-12-16 20:55:19+00:00,0 days 00:00:01,0 days 00:02:35.466000,1.0,True
2019-12-16 20:55:22+00:00,2019-12-16 20:55:20+00:00,0 days 00:00:02,0 days 00:05:11.386000,1.0,True
2019-12-16 20:55:23+00:00,2019-12-16 20:55:22+00:00,0 days 00:00:01,0 days 00:03:00.960000,1.0,True
2019-12-16 20:55:23+00:00,2019-12-16 20:55:23+00:00,0 days 00:00:00,0 days 00:03:48.600000,1.0,True
2019-12-17 15:29:22+00:00,2019-12-16 20:55:23+00:00,0 days 18:33:59,0 days 00:03:07.786000,0.0,True
2019-12-17 15:29:24+00:00,2019-12-17 15:29:22+00:00,0 days 00:00:02,0 days 00:04:03.400000,1.0,True
2019-12-17 15:31:58+00:00,2019-12-17 15:29:24+00:00,0 days 00:02:34,0 days 00:02:35.200000,1.0,False
2019-12-17 15:35:30+00:00,2019-12-17 15:31:58+00:00,0 days 00:03:32,0 days 00:03:31.866000,0.0,False
2019-12-17 15:59:05+00:00,2019-12-17 15:35:30+00:00,0 days 00:23:35,0 days 00:02:37.546000,,True
2019-12-17 16:04:03+00:00,2019-12-17 15:59:05+00:00,0 days 00:04:58,0 days 00:04:59.096000,0.0,False
2019-12-17 16:13:07+00:00,2019-12-17 16:04:03+00:00,0 days 00:09:04,0 days 00:06:02.240000,0.0,True
2019-12-17 16:17:37+00:00,2019-12-17 16:13:07+00:00,0 days 00:04:30,0 days 00:04:30.626000,0.0,False
2019-12-17 21:54:56+00:00,2019-12-17 16:17:37+00:00,0 days 05:37:19,0 days 00:06:12.146000,,False
2019-12-17 21:55:01+00:00,2019-12-17 21:54:56+00:00,0 days 00:00:05,0 days 00:04:04.884000,0.0,True
2019-12-17 21:55:02+00:00,2019-12-17 21:55:01+00:00,0 days 00:00:01,0 days 00:05:09.600000,0.0,True
2019-12-17 21:55:03+00:00,2019-12-17 21:55:02+00:00,0 days 00:00:01,0 days 00:04:16.733000,0.0,True
2019-12-17 21:55:05+00:00,2019-12-17 21:55:03+00:00,0 days 00:00:02,0 days 00:04:49.560000,0.0,True
2019-12-17 21:55:09+00:00,2019-12-17 21:55:05+00:00,0 days 00:00:04,0 days 00:03:15.173000,0.0,True
2019-12-18 02:52:35+00:00,2019-12-17 21:55:09+00:00,0 days 04:57:26,0 days 00:04:05.493000,,True
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:04:30,1.0,True
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:25.766000,0.0,True
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:01.533000,1.0,True
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:25.026000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:08:35.386000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:04:11.488000,1.0,True
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:34.960000,0.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:46.843000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:05:53.893000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:04:52.080000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:04:44.800000,0.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:39.413000,1.0,False
2019-12-18 02:52:35+00:00,2019-12-18 02:52:35+00:00,0 days 00:00:00,0 days 00:03:34.986000,1.0,True
2019-12-18 03:00:05+00:00,2019-12-18 02:52:35+00:00,0 days 00:07:30,0 days 00:03:48.600000,0.0,False
2019-12-18 03:02:26+00:00,2019-12-18 03:00:05+00:00,0 days 00:02:21,0 days 00:02:57.226000,0.0,False
2019-12-18 04:07:23+00:00,2019-12-18 03:02:26+00:00,0 days 01:04:57,0 days 00:05:01.055000,0.0,True
2019-12-18 04:08:19+00:00,2019-12-18 04:07:23+00:00,0 days 00:00:56,0 days 00:04:48.506000,0.0,True
2019-12-18 06:10:31+00:00,2019-12-18 04:08:19+00:00,0 days 02:02:12,0 days 00:02:49.800000,0.0,False
2019-12-18 19:58:57+00:00,2019-12-18 06:10:31+00:00,0 days 13:48:26,0 days 00:04:09.500000,,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:00.280000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:52.573000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:02:49.800000,0.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:16.519000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:32.853000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:10.826000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:10.774000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:44.493000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:40.293000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:40.293000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:16.190000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:04:20.213000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:53.240000,1.0,True
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:03:35.040000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:06:25.506000,1.0,False
2019-12-18 19:58:57+00:00,2019-12-18 19:58:57+00:00,0 days 00:00:00,0 days 00:05:31.266000,1.0,False
2019-12-18 20:04:03+00:00,2019-12-18 19:58:57+00:00,0 days 00:05:06,0 days 00:03:21.466000,0.0,False
2019-12-18 20:09:28+00:00,2019-12-18 20:04:03+00:00,0 days 00:05:25,0 days 00:05:24.133000,0.0,False
2019-12-18 20:13:26+00:00,2019-12-18 20:09:28+00:00,0 days 00:03:58,0 days 00:03:57.760000,0.0,False
2019-12-18 20:16:30+00:00,2019-12-18 20:13:26+00:00,0 days 00:03:04,0 days 00:03:02.746000,0.0,False
2019-12-18 20:24:36+00:00,2019-12-18 20:16:30+00:00,0 days 00:08:06,0 days 00:04:03.933000,0.0,False
2019-12-18 23:57:18+00:00,2019-12-18 20:24:36+00:00,0 days 03:32:42,0 days 00:02:58.560000,,False
2019-12-19 01:53:57+00:00,2019-12-18 23:57:18+00:00,0 days 01:56:39,0 days 00:02:49.800000,0.0,False
2019-12-19 01:53:57+00:00,2019-12-19 01:53:57+00:00,0 days 00:00:00,0 days 00:03:35.906000,1.0,False
2019-12-19 01:53:57+00:00,2019-12-19 01:53:57+00:00,0 days 00:00:00,0 days 00:04:21.135000,1.0,False
2019-12-19 03:03:33+00:00,2019-12-19 01:53:57+00:00,0 days 01:09:36,0 days 00:03:20.973000,0.0,False
2019-12-19 03:07:58+00:00,2019-12-19 03:03:33+00:00,0 days 00:04:25,0 days 00:04:24.360000,0.0,False
2019-12-19 03:11:19+00:00,2019-12-19 03:07:58+00:00,0 days 00:03:21,0 days 00:03:20.266000,0.0,False
2019-12-19 03:14:14+00:00,2019-12-19 03:11:19+00:00,0 days 00:02:55,0 days 00:02:54.986000,0.0,False
2019-12-19 03:17:06+00:00,2019-12-19 03:14:14+00:00,0 days 00:02:52,0 days 00:02:51.026000,0.0,False
2019-12-19 03:22:20+00:00,2019-12-19 03:17:06+00:00,0 days 00:05:14,0 days 00:02:32.600000,0.0,False
2019-12-19 03:24:47+00:00,2019-12-19 03:22:20+00:00,0 days 00:02:27,0 days 00:02:26.973000,0.0,False
2019-12-19 03:28:40+00:00,2019-12-19 03:24:47+00:00,0 days 00:03:53,0 days 00:03:52.760000,0.0,False
2019-12-19 03:34:53+00:00,2019-12-19 03:28:40+00:00,0 days 00:06:13,0 days 00:03:10.826000,0.0,False
2019-12-19 03:37:53+00:00,2019-12-19 03:34:53+00:00,0 days 00:03:00,0 days 00:02:59.426000,0.0,False
2019-12-19 03:46:39+00:00,2019-12-19 03:37:53+00:00,0 days 00:08:46,0 days 00:04:50.933000,0.0,False
2019-12-19 03:49:18+00:00,2019-12-19 03:46:39+00:00,0 days 00:02:39,0 days 00:02:39,0.0,False
2019-12-19 03:52:05+00:00,2019-12-19 03:49:18+00:00,0 days 00:02:47,0 days 00:02:46.506000,0.0,False
2019-12-19 03:56:22+00:00,2019-12-19 03:52:05+00:00,0 days 00:04:17,0 days 00:04:16.426000,0.0,False
2019-12-19 04:00:28+00:00,2019-12-19 03:56:22+00:00,0 days 00:04:06,0 days 00:04:05.493000,0.0,False
2019-12-19 04:06:15+00:00,2019-12-19 04:00:28+00:00,0 days 00:05:47,0 days 00:02:39.853000,0.0,False
2019-12-19 04:08:52+00:00,2019-12-19 04:06:15+00:00,0 days 00:02:37,0 days 00:02:37.160000,1.0,False
2019-12-19 04:12:08+00:00,2019-12-19 04:08:52+00:00,0 days 00:03:16,0 days 00:03:15.573000,0.0,False
2019-12-19 04:17:56+00:00,2019-12-19 04:12:08+00:00,0 days 00:05:48,0 days 00:02:47.066000,0.0,False
2019-12-19 04:20:54+00:00,2019-12-19 04:17:56+00:00,0 days 00:02:58,0 days 00:02:57.426000,0.0,False
2019-12-19 04:23:16+00:00,2019-12-19 04:20:54+00:00,0 days 00:02:22,0 days 00:02:22.186000,1.0,False
2019-12-19 04:31:02+00:00,2019-12-19 04:23:16+00:00,0 days 00:07:46,0 days 00:03:53.613000,0.0,False
2019-12-19 04:34:01+00:00,2019-12-19 04:31:02+00:00,0 days 00:02:59,0 days 00:02:59.133000,1.0,False
2019-12-19 04:42:57+00:00,2019-12-19 04:34:01+00:00,0 days 00:08:56,0 days 00:08:55.333000,0.0,False
2019-12-19 04:51:13+00:00,2019-12-19 04:42:57+00:00,0 days 00:08:16,0 days 00:08:15.400000,0.0,False
2019-12-19 04:55:24+00:00,2019-12-19 04:51:13+00:00,0 days 00:04:11,0 days 00:04:10.386000,0.0,False
2019-12-19 04:58:10+00:00,2019-12-19 04:55:24+00:00,0 days 00:02:46,0 days 00:02:45.800000,0.0,False
